time,mag,place,lon,lat,depth,time_days
2004-08-03 04:27:09.900000+00:00,3.7,EGYPT,32.62,23.64,4.0,2350.8053761574074
2004-08-01 12:23:46.100000+00:00,3.4,EGYPT,33.91,27.48,13.7,2349.1363506944444
2004-07-30 07:45:14.600000+00:00,3.1,RED SEA,35.23,25.45,4.0,2346.9429305555554
2004-09-17 19:19:56.800000+00:00,3.0,RED SEA,34.5277,27.5003,7.9,2396.425363425926
2004-09-14 19:39:28.100000+00:00,3.0,EGYPT,34.7327,28.9103,20.0,2393.4389201388885
2004-09-12 03:19:23.600000+00:00,3.1,RED SEA,35.0239,26.7536,30.0,2390.7583124999996
2004-09-08 06:11:21.900000+00:00,3.2,EGYPT,31.14,27.52,12.0,2386.8777372685186
2004-09-05 15:09:24.300000+00:00,4.5,DEAD SEA REGION,34.4,31.3,0.0,2384.2513761574073
2004-08-24 14:12:55.500000+00:00,3.1,EGYPT,34.74,25.35,4.0,2372.212153935185
2004-08-19 13:43:57.200000+00:00,4.1,EGYPT,28.71,28.73,10.1,2367.192034722222
2004-10-16 17:47:21.600000+00:00,3.5,RED SEA,34.9128,26.7478,20.0,2425.3610671296296
2004-10-13 13:53:47+00:00,3.0,EGYPT,32.29,26.48,4.8,2422.198861111111
2004-10-05 06:12:59.300000+00:00,3.1,EGYPT,33.51,27.58,2.5,2413.8788645833333
2004-10-05 05:58:04.600000+00:00,3.3,EGYPT,32.63,23.64,3.9,2413.868509259259
2004-09-28 19:17:50.700000+00:00,3.1,EGYPT,32.61,23.65,7.0,2407.4239039351855
2004-09-27 13:30:53.600000+00:00,3.7,EGYPT,31.94,23.5,15.5,2406.182965277778
2004-09-25 01:05:17.700000+00:00,3.0,EGYPT,32.64,23.67,5.2,2403.6651886574077
2004-09-22 12:00:23.400000+00:00,3.4,EGYPT,34.5957,28.4738,12.0,2401.120115740741
2004-11-06 14:16:20.900000+00:00,3.5,EGYPT,34.51,25.3,13.3,2446.21453125
2004-10-28 07:10:31.400000+00:00,3.6,EGYPT,34.4712,29.9296,20.0,2436.9188194444446
2004-10-27 18:18:57.400000+00:00,3.1,EGYPT,32.63,23.66,7.8,2436.3830092592593
2004-10-25 08:34:14.900000+00:00,3.1,EGYPT,32.65,29.44,16.8,2433.9769618055557
2004-12-13 19:27:37.200000+00:00,3.0,EGYPT,27.01,26.39,9.3,2483.4306921296297
2004-12-06 08:27:40.700000+00:00,3.1,RED SEA,34.7853,26.8591,40.0,2475.972399305556
2004-11-29 17:45:31.400000+00:00,3.2,EGYPT,31.95,29.64,9.3,2469.3597916666668
2004-11-28 21:50:04.300000+00:00,3.2,EGYPT,31.6709,30.3898,20.0,2468.529616898148
2004-11-26 18:07:50.900000+00:00,3.6,EGYPT,34.7361,28.8629,20.0,2466.3752951388888
2004-11-26 15:57:45.600000+00:00,3.3,RED SEA,34.8125,26.8405,2.0,2466.284956018518
2004-11-21 05:53:05.100000+00:00,3.1,RED SEA,34.8371,26.8235,2.0,2460.865042824074
2005-01-04 15:06:02.800000+00:00,3.1,DEAD SEA REGION,35.524,31.056,3.5,2505.2490439814815
2004-12-25 11:40:17.700000+00:00,3.3,RED SEA,35.6028,26.0864,2.0,2495.10616087963
2004-12-19 16:50:11.900000+00:00,3.0,RED SEA,35.5691,26.0842,10.0,2489.321371527778
2004-12-19 16:28:39.600000+00:00,3.2,RED SEA,35.5778,26.0678,40.0,2489.306414351852
2004-12-19 08:23:37.300000+00:00,3.2,RED SEA,35.6087,26.1094,2.0,2488.969582175926
2004-12-19 07:57:52.100000+00:00,3.2,RED SEA,35.5968,26.103,2.0,2488.9516979166665
2004-12-19 07:50:43.300000+00:00,3.4,RED SEA,35.5979,26.0578,10.0,2488.946734953704
2005-02-12 10:41:23.700000+00:00,3.1,RED SEA,34.7364,26.8683,20.0,2544.065258101852
2005-02-12 08:03:44.500000+00:00,3.6,WESTERN SAUDI ARABIA,35.2658,28.8067,2.0,2543.95577662037
2005-02-07 10:27:36.600000+00:00,3.8,DEAD SEA REGION,35.502,31.153,3.9,2539.055685185185
2005-02-07 10:26:59.500000+00:00,3.7,DEAD SEA REGION,35.4694,31.1506,12.0,2539.055255787037
2005-02-05 13:45:40.300000+00:00,3.2,EGYPT,30.94,27.29,5.2,2537.193228009259
2005-01-27 08:20:54.700000+00:00,3.7,RED SEA,34.3273,27.5989,2.0,2527.9677002314816
2005-01-22 15:54:57.300000+00:00,3.0,EGYPT,35.8689,24.6216,15.0,2523.283008101852
2005-01-22 11:02:23.800000+00:00,3.4,DEAD SEA REGION,35.4807,31.3867,30.0,2523.0798425925927
2005-01-20 13:41:51+00:00,3.2,EGYPT,34.6409,28.5901,23.8,2521.190574074074
2005-02-26 22:57:25+00:00,3.8,WESTERN SAUDI ARABIA,35.2369,28.8187,0.0,2558.576384259259
2005-02-24 08:46:04.200000+00:00,3.4,EGYPT,32.55,24.95,21.8,2555.9851712962964
2005-04-15 16:32:41+00:00,3.2,RED SEA,34.4519,27.7913,20.0,2606.309208333333
2005-04-13 00:00:45.500000+00:00,3.3,RED SEA,34.3334,27.4765,5.0,2603.620371527778
2005-04-11 09:30:43.500000+00:00,3.2,EGYPT,34.58,23.41,11.5,2602.016181712963
2005-04-10 19:56:45.900000+00:00,3.1,EGYPT,32.98,24.55,12.5,2601.4509317129628
2005-04-08 14:14:31.200000+00:00,3.1,EGYPT,29.4,24.87,4.7,2599.2132615740743
2005-03-19 22:59:49.700000+00:00,3.2,DEAD SEA REGION,35.3996,31.2139,8.0,2579.5780590277777
2005-05-15 17:28:40.200000+00:00,3.4,EGYPT,35.3,23.8,4.5,2636.3480879629633
2005-05-11 23:09:27.200000+00:00,3.0,EGYPT,33.4847,27.5816,20.0,2632.584743055556
2005-05-04 19:47:11.100000+00:00,3.6,RED SEA,34.1228,27.2634,15.0,2625.444278935185
2005-04-24 06:19:28.600000+00:00,3.2,EGYPT,34.17,24.49,29.6,2614.8833703703704
2005-04-23 14:24:33.300000+00:00,3.0,EGYPT,31.18,26.74,7.0,2614.2202303240742
2005-04-16 19:55:12.400000+00:00,4.5,EGYPT,31.9422,29.6405,2.0,2607.449849537037
2005-06-06 08:51:42.700000+00:00,3.1,DEAD SEA REGION,35.4554,31.2941,10.0,2657.9890891203704
2005-06-03 04:07:41+00:00,3.0,RED SEA,35.1154,26.5914,30.0,2654.7918472222223
2005-06-01 21:31:24.300000+00:00,3.1,DEAD SEA REGION,35.0225,30.2731,10.0,2653.5166539351853
2005-06-01 03:27:28.500000+00:00,3.6,DEAD SEA REGION,35.391,31.2735,12.0,2652.7639247685183
2005-05-24 10:38:53.100000+00:00,3.0,EGYPT,33.02,25.25,4.0,2645.0635150462963
2005-05-17 14:18:17.200000+00:00,3.0,EGYPT,34.49,25.28,10.5,2638.215877314815
2005-05-15 22:09:41.400000+00:00,3.1,EGYPT,31.42,30.08,14.8,2636.5432407407407
2005-07-07 14:45:55.600000+00:00,3.5,EGYPT,34.6903,29.0069,20.0,2689.235071759259
2005-07-07 06:20:26.600000+00:00,3.6,EGYPT,31.8481,29.9118,25.5,2688.8840416666667
2005-07-06 16:08:44.900000+00:00,3.0,EGYPT,33.03,25.3,6.1,2688.2925868055554
2005-08-02 11:25:56.600000+00:00,3.0,EGYPT,33.07,25.31,4.0,2715.0961944444443
2005-07-31 16:16:36.500000+00:00,4.3,EGYPT,31.1139,29.6956,23.1,2713.298045138889
2005-07-28 01:39:34.500000+00:00,3.0,EGYPT,34.819,29.179,0.0,2709.688994212963
2005-07-23 14:56:18.600000+00:00,3.6,EGYPT,34.5009,28.0035,20.0,2705.2422824074074
2005-07-18 11:26:34.800000+00:00,3.1,DEAD SEA REGION,35.626,31.726,17.6,2700.096636574074
2005-07-18 09:52:51.800000+00:00,3.2,DEAD SEA REGION,35.3622,31.2282,10.0,2700.0315555555558
2005-07-18 09:51:30.300000+00:00,3.7,DEAD SEA REGION,35.511,31.232,9.1,2700.030612268519
2005-07-17 18:57:22.200000+00:00,3.2,EGYPT,33.9579,27.3619,24.7,2699.4096851851855
2005-09-11 16:50:37.800000+00:00,3.1,EGYPT,34.881,29.166,1.7,2755.3216712962962
2005-09-11 07:19:45.500000+00:00,3.1,EGYPT,34.877,29.167,1.9,2754.9252326388887
2005-09-08 09:51:44.600000+00:00,3.0,DEAD SEA REGION,35.2698,30.2778,19.5,2752.0307777777775
2005-09-08 09:49:42.800000+00:00,3.2,DEAD SEA REGION,35.267,30.269,17.1,2752.0293680555556
2005-08-29 17:01:41.800000+00:00,3.0,EGYPT,34.97,29.378,9.2,2742.3293564814817
2005-08-28 06:18:37.600000+00:00,3.2,EGYPT,29.27,25.9,12.0,2740.8827800925924
2005-08-13 23:38:11+00:00,3.0,EGYPT,33.5261,27.559,10.0,2726.6046944444442
2005-10-08 14:22:10.600000+00:00,3.0,EGYPT,31.03,27.14,1.9,2782.2185787037038
2005-10-08 11:59:42.500000+00:00,3.4,RED SEA,34.9126,26.742,10.0,2782.119642361111
2005-10-08 01:58:27.800000+00:00,3.2,RED SEA,34.774,26.774,40.0,2781.702111111111
2005-10-03 13:15:23+00:00,3.2,EGYPT,33.24,25.38,4.0,2777.1721944444444
2005-10-02 22:50:00.500000+00:00,3.0,EGYPT,29.61,25.65,22.0,2776.5712395833334
2005-11-11 15:34:07.700000+00:00,3.8,RED SEA,34.5176,27.292,5.9,2816.268545138889
2005-10-30 07:28:45.700000+00:00,3.3,RED SEA,34.4367,27.2986,20.0,2803.931484953704
2005-10-28 17:01:36.500000+00:00,3.8,EGYPT,33.6097,27.6779,27.5,2802.329295138889
2005-10-25 22:16:50.300000+00:00,3.0,RED SEA,34.6856,26.7907,40.0,2799.548204861111
2005-10-18 16:29:29.400000+00:00,3.5,EGYPT,34.6514,28.7657,15.0,2792.3069907407407
2005-12-08 01:28:11.400000+00:00,3.7,EGYPT,33.3164,27.7184,15.0,2842.681087962963
2005-11-29 08:47:37.200000+00:00,3.1,DEAD SEA REGION,35.286,31.3127,2.0,2833.9862476851854
2005-11-23 00:48:57+00:00,3.0,RED SEA,34.3304,27.6113,12.0,2827.653837962963
2005-11-14 09:05:21+00:00,3.0,DEAD SEA REGION,35.1738,31.2384,2.0,2818.998560185185
2005-11-13 09:33:48+00:00,3.3,DEAD SEA REGION,35.182,31.239,2.0,2818.0183171296294
2005-12-31 13:58:52.600000+00:00,4.2,EGYPT,32.9308,28.7225,30.0,2866.202398148148
2005-12-30 10:21:25.600000+00:00,3.3,EGYPT,34.51,25.29,13.4,2865.0513912037036
2005-12-29 11:33:53.100000+00:00,3.4,EGYPT,34.7169,29.148,2.0,2864.1017094907406
2005-12-29 11:33:19+00:00,3.8,EGYPT,34.705,29.187,1.4,2864.101314814815
2005-12-19 04:23:25+00:00,3.3,EGYPT,34.993,29.1172,16.5,2853.802773148148
2005-12-19 01:02:41.900000+00:00,3.0,DEAD SEA REGION,35.582,31.081,2.7,2853.6633854166666
2005-12-18 09:34:15.900000+00:00,3.1,DEAD SEA REGION,35.1,31.1,0.0,2853.0186400462962
2005-12-16 02:02:37.700000+00:00,3.3,RED SEA,35.4884,25.9516,10.0,2850.7050034722224
2005-12-15 08:02:54.700000+00:00,3.2,EGYPT,35.14,23.76,7.2,2849.9552002314817
2006-02-02 09:49:53+00:00,4.5,EGYPT,34.4152,28.1051,2.0,2899.029486111111
2006-01-30 03:33:20.100000+00:00,3.2,RED SEA,34.8887,27.3413,10.0,2895.767994212963
2006-05-10 05:07:26.600000+00:00,3.9,DEAD SEA REGION,34.5839,30.3657,10.0,2995.833347222222
2006-07-30 01:54:56+00:00,4.7,RED SEA,35.5925,26.2885,10.0,3076.6996597222223
2006-08-15 20:41:01.600000+00:00,3.3,EGYPT,27.44,31.56,33.0,3093.4816689814816
2006-09-09 04:58:09.100000+00:00,4.4,DEAD SEA REGION,35.4968,31.9974,2.0,3117.826894675926
2006-11-01 11:46:12.700000+00:00,3.7,EGYPT,29.31,25.34,21.1,3171.1102696759262
2006-10-22 07:00:37.100000+00:00,3.2,DEAD SEA REGION,35.497,31.085,4.3,3160.911940972222
2006-11-12 21:09:37.800000+00:00,3.7,EGYPT,35.25,23.78,4.0,3182.501532407407
2006-11-08 04:32:09.600000+00:00,4.4,EGYPT,31.5881,28.561,2.0,3177.808844907407
2007-01-04 14:04:27.700000+00:00,3.1,EGYPT,32.9894,28.2387,2.0,3235.2062766203703
2006-12-13 09:05:27.100000+00:00,3.2,DEAD SEA REGION,35.586,31.199,6.7,3212.9986307870367
2007-01-30 10:04:57.200000+00:00,3.4,JORDAN-SAUDI ARABIA BORDER REG,35.7369,29.4431,19.3,3261.039951388889
2007-03-01 08:01:49.300000+00:00,3.0,EGYPT,34.8597,29.0302,2.0,3290.9544432870366
2007-02-23 16:03:28.200000+00:00,3.6,RED SEA,34.6871,27.7367,20.0,3285.2889212962964
2007-02-11 23:09:58.200000+00:00,3.3,DEAD SEA REGION,35.504,31.126,12.3,3273.585101851852
2007-02-10 02:52:46.600000+00:00,3.4,DEAD SEA REGION,35.5206,31.0811,10.0,3271.7398287037036
2007-02-09 22:14:09+00:00,4.7,DEAD SEA REGION,35.5402,31.0651,20.0,3271.546337962963
2007-02-09 22:12:09.700000+00:00,3.9,DEAD SEA REGION,35.5128,31.0717,20.0,3271.544957175926
2007-02-07 14:12:18.100000+00:00,3.0,EGYPT,34.7496,28.7293,2.0,3269.211721064815
2007-03-23 14:01:51.800000+00:00,3.6,RED SEA,34.8602,26.7012,40.0,3313.2044722222217
2007-03-19 19:59:28.500000+00:00,3.5,EGYPT,34.7375,28.7748,5.0,3309.4528136574077
2007-03-11 02:33:19.300000+00:00,3.2,RED SEA,35.191,26.927,28.5,3300.726318287037
2007-05-04 19:23:52.800000+00:00,3.3,EGYPT,34.766,28.5573,10.0,3355.4280949074073
2007-04-13 23:31:27.600000+00:00,3.9,RED SEA,34.5092,27.7425,2.0,3334.600025462963
2007-04-13 23:26:03.900000+00:00,3.0,RED SEA,34.4413,27.6725,5.0,3334.596278935185
2007-04-13 22:02:13+00:00,3.9,RED SEA,34.6515,27.7174,2.0,3334.538050925926
2007-04-12 02:18:53.200000+00:00,3.3,DEAD SEA REGION,35.785,30.257,0.1,3332.7162939814816
2007-04-08 03:45:56.300000+00:00,3.2,RED SEA,35.3351,26.8528,10.0,3328.7767465277775
2007-04-07 17:42:14.600000+00:00,3.7,EGYPT,30.3868,30.2372,2.0,3328.3575138888887
2007-05-20 22:01:44.800000+00:00,4.0,EGYPT,33.718,27.1949,2.0,3371.537724537037
2007-05-20 08:37:40+00:00,3.2,EGYPT,34.7601,28.3866,2.0,3370.979335648148
2007-05-17 04:28:44.600000+00:00,3.6,RED SEA,35.1965,26.7214,40.0,3367.806472222222
2007-05-09 18:45:19.100000+00:00,4.6,RED SEA,35.0321,26.8053,2.0,3360.401315972222
2007-06-28 02:32:59.800000+00:00,3.1,JORDAN-SAUDI ARABIA BORDER REG,35.0445,29.662,15.9,3409.7260925925925
2007-06-25 07:18:09.700000+00:00,3.2,EGYPT,34.7918,28.6888,2.0,3406.9241238425925
2007-06-25 07:04:25.100000+00:00,3.1,EGYPT,34.799,28.711,9.7,3406.914579861111
2007-06-11 08:13:29.300000+00:00,3.1,RED SEA,35.062,26.651,28.6,3392.962545138889
2007-06-07 17:52:06.400000+00:00,3.6,EGYPT,34.8251,28.8166,2.0,3389.364363425926
2007-06-06 17:38:01.400000+00:00,3.3,RED SEA,34.506,27.493,0.0,3388.3545833333333
2007-06-04 23:41:38.500000+00:00,3.0,EGYPT,34.6803,28.4857,2.0,3386.607096064815
2007-06-04 22:53:49.200000+00:00,3.5,EGYPT,34.8033,28.367,5.0,3386.573886574074
2007-07-29 10:30:05.800000+00:00,3.0,RED SEA,34.356,27.513,22.1,3441.0574120370366
2007-07-27 12:47:39+00:00,3.4,EGYPT,31.4635,31.6804,10.0,3439.1529351851855
2007-08-22 09:39:47.300000+00:00,3.2,DEAD SEA REGION,35.1491,31.0673,2.0,3465.022475694444
2007-08-19 04:34:05.300000+00:00,3.3,RED SEA,34.238,27.826,9.5,3461.8101840277777
2007-08-18 00:47:22+00:00,3.3,EGYPT,34.8009,28.5134,2.0,3460.652738425926
2007-09-30 20:13:39.800000+00:00,3.4,EGYPT,33.2696,28.2283,10.0,3504.4626666666663
2007-09-30 19:59:09.200000+00:00,3.6,EGYPT,32.9907,28.5457,10.0,3504.4525902777777
2007-09-29 08:52:00.500000+00:00,3.7,JORDAN-SAUDI ARABIA BORDER REG,35.356,29.446,21.9,3502.9892951388892
2007-09-26 00:26:38+00:00,3.4,EGYPT,33.913,28.1504,15.0,3499.638340277778
2007-09-14 22:00:45.900000+00:00,3.0,RED SEA,34.673,27.3401,20.0,3488.537042824074
2007-09-13 02:35:36.600000+00:00,3.1,EGYPT,31.6809,31.8168,30.0,3486.727907407407
2007-09-10 12:19:21.100000+00:00,3.3,DEAD SEA REGION,35.686,30.318,27.0,3484.1332835648145
2007-09-09 16:44:32.800000+00:00,3.4,RED SEA,34.316,27.497,27.3,3483.317446759259
2007-09-08 11:43:53.300000+00:00,3.8,DEAD SEA REGION,35.3413,31.083,2.0,3482.1086562499995
2007-09-05 08:17:58.700000+00:00,3.0,DEAD SEA REGION,35.0,30.8,0.0,3478.9656631944445
2007-09-04 06:32:49.400000+00:00,3.0,RED SEA,34.983,26.637,21.0,3477.892638888889
2007-09-03 18:33:29.100000+00:00,3.4,EGYPT,26.39,31.58,33.0,3477.3930983796295
2007-10-30 14:43:01+00:00,4.3,EGYPT,30.8896,29.9578,10.0,3534.2330509259264
2007-11-27 22:00:43.700000+00:00,3.6,EGYPT,34.9257,29.0896,10.0,3562.5370173611113
2007-11-27 17:32:26.400000+00:00,3.0,RED SEA,34.3078,27.4815,19.9,3562.3507060185184
2007-11-23 22:19:54.200000+00:00,3.5,DEAD SEA REGION,34.9416,31.8381,10.0,3558.5503333333336
2007-11-20 23:21:02.300000+00:00,3.4,DEAD SEA REGION,35.576,31.6722,10.0,3555.592788194444
2007-11-20 09:18:45.600000+00:00,4.7,DEAD SEA REGION,35.5853,31.6578,7.5,3555.0078726851852
2007-11-18 13:20:08.800000+00:00,3.7,DEAD SEA REGION,35.1347,31.5786,10.0,3553.1755023148144
2007-11-15 00:15:41.600000+00:00,3.3,EGYPT,34.7472,28.4506,1.8,3549.6307430555553
2007-11-14 11:12:53.400000+00:00,3.0,JORDAN-SAUDI ARABIA BORDER REG,35.9099,29.5801,10.0,3549.0871296296295
2007-11-08 11:03:07.600000+00:00,3.0,DEAD SEA REGION,35.391,31.155,9.0,3543.080349537037
2007-12-15 21:32:50.200000+00:00,3.6,JORDAN-SAUDI ARABIA BORDER REG,35.047,29.724,0.5,3580.5176481481485
2007-12-11 08:38:06.600000+00:00,3.0,EGYPT,34.802,28.6422,10.0,3575.9796435185185
2007-12-10 06:27:13.600000+00:00,4.0,EGYPT,34.706,28.2413,18.1,3574.8887523148146
2007-12-07 15:27:55.700000+00:00,4.1,EGYPT,33.3616,28.7501,10.0,3572.2642395833336
2007-12-02 07:38:13.800000+00:00,3.8,DEAD SEA REGION,35.5879,31.6334,7.3,3566.938060185185
2008-02-28 18:01:08.200000+00:00,3.3,WESTERN SAUDI ARABIA,35.4894,27.0188,10.0,3655.3706342592595
2008-02-26 08:34:27.500000+00:00,3.1,EGYPT,32.5807,29.0717,10.0,3652.9771076388893
2008-02-04 17:18:58.200000+00:00,4.0,DEAD SEA REGION,35.9345,30.695,4.0,3631.341351851852
2008-02-03 17:06:46.700000+00:00,3.1,EGYPT,34.7472,28.8128,10.0,3630.3328854166666
2008-03-28 09:52:36+00:00,3.3,DEAD SEA REGION,35.2005,31.0972,2.0,3684.0313726851855
2008-03-24 22:35:56.500000+00:00,3.5,WESTERN SAUDI ARABIA,35.31,27.248,10.6,3680.561471064815
2008-03-23 23:54:33.900000+00:00,3.1,WESTERN SAUDI ARABIA,35.0874,27.0928,2.0,3679.616070601852
2008-03-20 09:06:33.600000+00:00,3.5,RED SEA,34.215,27.634,19.4,3675.999400462963
2008-03-17 23:32:53.500000+00:00,4.1,EGYPT,30.3598,29.6876,2.0,3673.601019675926
2008-03-17 10:40:32.200000+00:00,3.0,DEAD SEA REGION,35.1329,31.1535,5.0,3673.064662037037
2008-04-18 05:17:09.800000+00:00,3.1,RED SEA,35.0474,26.8451,20.0,3704.840097222222
2008-04-14 14:36:36.700000+00:00,3.1,DEAD SEA REGION,35.598,31.278,5.0,3701.2286030092596
2008-04-13 08:17:42+00:00,3.3,DEAD SEA REGION,35.5886,31.2895,10.0,3699.9654699074076
2008-04-04 14:06:46+00:00,3.0,EGYPT,34.78,28.773,19.8,3691.207877314815
2008-04-04 14:05:19.800000+00:00,4.1,EGYPT,34.7878,28.7954,10.0,3691.2068796296294
2008-05-29 07:16:23.700000+00:00,3.7,RED SEA,34.6019,27.9289,20.0,3745.922896990741
2008-05-29 06:10:55.300000+00:00,3.4,WESTERN SAUDI ARABIA,35.0631,27.8753,2.0,3745.877429398148
2008-05-25 18:04:19.700000+00:00,3.3,EGYPT,34.9061,29.485,20.0,3742.3728506944444
2008-05-24 00:37:54.600000+00:00,3.0,RED SEA,34.299,27.856,11.6,3740.646171296296
2008-05-21 08:28:51.600000+00:00,3.3,DEAD SEA REGION,34.9635,30.8959,2.0,3737.9732199074074
2008-05-19 08:56:22.300000+00:00,3.8,EGYPT,33.1723,28.581,5.0,3735.992325231481
2008-05-04 01:08:13.400000+00:00,3.2,EGYPT,33.9621,27.5042,12.0,3720.6672222222223
2008-06-26 23:25:21.400000+00:00,3.4,EGYPT,33.6594,27.8203,12.0,3774.595787037037
2008-06-23 12:34:17.600000+00:00,3.2,DEAD SEA REGION,35.213,31.11,7.1,3771.1436597222223
2008-06-22 04:17:17+00:00,3.1,EGYPT,34.7037,28.7515,10.0,3769.7985138888894
2008-06-21 17:59:47+00:00,3.9,EGYPT,30.637,29.782,6.2,3769.3696944444446
2008-06-03 15:04:31.600000+00:00,3.1,RED SEA,35.1193,26.8918,40.0,3751.247988425926
2008-07-06 23:40:08.700000+00:00,3.4,WESTERN SAUDI ARABIA,35.243,27.17,26.8,3784.606056712963
2008-08-17 01:11:24.600000+00:00,3.0,DEAD SEA REGION,35.64,31.371,10.1,3825.669435185185
2008-08-14 20:29:10+00:00,3.1,EGYPT,33.6426,28.1289,2.0,3823.4734328703707
2008-08-14 12:07:41.400000+00:00,3.3,DEAD SEA REGION,35.1707,31.1808,20.0,3823.1251851851853
2008-08-13 14:12:50.200000+00:00,3.5,DEAD SEA REGION,34.93,30.89,2.0,3822.212092592593
2008-09-15 18:27:28+00:00,3.2,EGYPT,34.2589,28.0574,0.4,3855.3889189814818
2008-08-28 13:49:54.100000+00:00,3.3,DEAD SEA REGION,34.9362,30.9283,2.0,3837.196165509259
2008-10-23 01:52:46.600000+00:00,3.3,RED SEA,35.0073,26.9865,2.0,3892.698162037037
2008-10-06 03:06:21.600000+00:00,3.3,RED SEA,34.527,27.372,23.3,3875.749261574074
2008-11-09 01:43:13.400000+00:00,3.4,RED SEA,35.886,26.051,27.0,3909.691527777778
2008-12-19 08:18:06.100000+00:00,3.6,DEAD SEA REGION,34.9771,30.881,2.0,3949.9657488425923
2008-12-14 02:59:08.100000+00:00,3.5,RED SEA,34.509,27.421,28.5,3944.7442442129627
2008-12-12 08:55:08.600000+00:00,3.0,DEAD SEA REGION,35.0905,31.0273,10.0,3942.991472222222
2008-12-10 03:38:23.600000+00:00,3.0,EGYPT,34.057,28.16,7.2,3940.7715069444444
2008-12-05 10:23:50.300000+00:00,3.0,DEAD SEA REGION,35.1941,31.1704,20.0,3936.053065972222
2009-01-22 11:29:11.500000+00:00,3.2,DEAD SEA REGION,35.227,31.148,15.0,3984.098450231482
2009-01-19 12:11:18.300000+00:00,3.3,EGYPT,33.6295,27.9487,10.0,3981.1276956018514
2008-12-28 09:36:35+00:00,3.1,EGYPT,34.218,28.236,12.3,3959.0202500000005
2009-03-19 21:50:40.400000+00:00,3.0,DEAD SEA REGION,35.1909,31.4126,12.0,4040.5300347222224
2009-04-21 13:18:29.300000+00:00,3.5,DEAD SEA REGION,35.521,31.4797,19.8,4073.174350694444
2009-04-21 01:37:34.200000+00:00,3.4,DEAD SEA REGION,35.5749,31.4763,10.0,4072.687601851852
2009-05-16 15:33:26.600000+00:00,3.5,JORDAN-SAUDI ARABIA BORDER REG,35.862,29.402,0.0,4098.268069444444
2009-05-08 19:07:15.100000+00:00,3.1,EGYPT,34.7893,29.1753,5.0,4090.4165474537035
2009-05-07 05:11:30.300000+00:00,3.9,DEAD SEA REGION,35.1515,31.7422,8.0,4088.836167824074
2009-06-16 04:02:12.200000+00:00,4.1,RED SEA,34.6967,27.4373,10.0,4128.788041666667
2009-05-28 08:48:56.500000+00:00,4.1,WESTERN SAUDI ARABIA,35.8986,27.4333,2.0,4109.987165509259
2009-07-19 15:34:21.700000+00:00,3.5,DEAD SEA REGION,34.9807,30.8864,8.0,4162.2687071759265
2009-07-04 06:33:40.500000+00:00,3.6,JORDAN-SAUDI ARABIA BORDER REG,35.84,29.411,0.0,4146.8932303240745
2009-07-04 00:21:49.900000+00:00,3.8,JORDAN-SAUDI ARABIA BORDER REG,35.711,29.524,8.4,4146.635005787037
2009-07-03 06:03:47.500000+00:00,3.0,EGYPT,34.7218,23.5392,10.0,4145.87247800926
2009-07-02 14:14:41+00:00,3.7,JORDAN-SAUDI ARABIA BORDER REG,35.986,29.446,15.0,4145.213375
2009-06-30 12:07:57.200000+00:00,3.3,JORDAN-SAUDI ARABIA BORDER REG,35.767,29.585,3.5,4143.125368055556
2009-06-30 01:45:00.100000+00:00,3.2,JORDAN-SAUDI ARABIA BORDER REG,35.418,29.456,13.5,4142.692762731482
2009-08-14 18:17:34.400000+00:00,3.1,EGYPT,34.3838,29.9412,8.0,4188.382048611111
2009-08-13 09:26:47.500000+00:00,3.0,DEAD SEA REGION,35.1483,31.0806,10.0,4187.013450231481
2009-08-08 22:54:42.800000+00:00,3.0,EGYPT,34.96,29.322,45.6,4182.574506944444
2009-07-27 13:39:39.900000+00:00,3.3,DEAD SEA REGION,35.141,30.9777,2.0,4170.189056712963
2009-09-05 00:02:03.900000+00:00,3.3,DEAD SEA REGION,35.5287,31.076,5.0,4209.621278935185
2009-11-04 00:17:56.100000+00:00,3.1,EGYPT,34.6823,28.5113,2.0,4269.632299768518
2009-12-29 06:28:42.700000+00:00,3.2,EGYPT,34.6719,28.7364,2.0,4324.889783564815
2009-12-26 01:54:53.900000+00:00,3.5,DEAD SEA REGION,35.1869,30.0552,10.0,4321.699635416667
2010-02-15 11:00:18+00:00,3.0,RED SEA,34.614,27.262,25.4,4373.078386574074
2010-03-18 23:30:28.200000+00:00,3.3,EGYPT,32.775,23.587,4.0,4404.599337962964
2010-03-09 19:58:02.800000+00:00,3.5,EGYPT,33.4936,27.6908,5.0,4395.451821759259
2010-03-08 05:41:15+00:00,3.1,EGYPT,33.4231,27.8864,2.0,4393.856824074074
2010-02-21 22:42:34+00:00,3.3,RED SEA,34.828,26.7491,10.0,4379.566071759259
2010-02-21 12:31:22+00:00,3.4,RED SEA,34.82,26.709,23.2,4379.141627314815
2010-03-25 21:48:06.700000+00:00,3.2,EGYPT,33.052,25.381,0.0,4411.528255787037
2010-05-30 18:12:44.400000+00:00,3.9,RED SEA,34.6483,27.814,15.0,4477.37869212963
2010-05-21 08:23:31+00:00,3.1,RED SEA,34.8421,27.9938,15.0,4467.969509259259
2010-07-15 16:34:05+00:00,3.3,RED SEA,35.301,26.698,23.6,4523.310180555556
2010-07-15 16:25:45+00:00,3.5,RED SEA,35.353,26.724,27.2,4523.304393518519
2010-07-15 11:25:55+00:00,4.3,EGYPT,34.7497,28.9653,20.0,4523.096175925926
