time,mag,place,lon,lat,depth,time_days
2010-07-25 07:11:13+00:00,3.2,RED SEA,34.16,27.808,25.9,4532.919300925926
2010-07-19 09:17:27.500000+00:00,3.1,DEAD SEA REGION,34.9218,30.8765,2.0,4527.00696875
2010-10-24 20:07:45.200000+00:00,3.4,EGYPT,33.499,27.9683,10.0,4624.4585625
2010-10-19 16:47:57.600000+00:00,3.5,DEAD SEA REGION,35.2896,30.3964,10.0,4619.31981712963
2010-12-01 05:08:49.900000+00:00,3.5,DEAD SEA REGION,35.3995,31.4936,5.0,4661.834311342593
2011-01-03 11:06:44.800000+00:00,3.1,DEAD SEA REGION,34.7965,30.9807,2.0,4695.082863425926
2010-12-22 17:23:22.300000+00:00,3.8,RED SEA,34.8055,27.1767,20.0,4683.344408564814
2011-02-20 04:52:37.600000+00:00,4.2,RED SEA,34.0658,27.8811,10.0,4742.823057870371
2011-02-20 01:27:04.700000+00:00,4.5,RED SEA,34.0299,27.7725,10.0,4742.680315972222
2011-06-22 23:43:14.100000+00:00,4.3,RED SEA,35.0381,26.7156,2.0,4865.6082025462965
2011-11-03 11:23:18+00:00,3.5,EGYPT,34.6322,28.1508,5.0,4999.094358796297
2011-11-19 07:12:15.500000+00:00,4.8,RED SEA,34.0701,27.7519,10.0,5014.920024305556
2012-01-30 17:04:24.600000+00:00,4.6,RED SEA,34.18,27.71,-2.0,5087.33124074074
2012-03-22 04:17:03.100000+00:00,3.7,DEAD SEA REGION,35.48,31.28,-24.0,5138.798353009259
2012-06-10 09:29:00.200000+00:00,4.1,RED SEA,34.1,27.71,-12.0,5219.014986111111
2012-10-08 19:14:38.500000+00:00,3.9,JORDAN-SAUDI ARABIA BORDER REG,35.06,29.26,-8.0,5339.421679398149
2013-01-17 21:17:35.400000+00:00,4.9,EGYPT,30.6,31.98,-10.0,5440.507060185185
2013-04-07 15:58:01.500000+00:00,4.4,RED SEA,34.05,27.72,-10.0,5520.285140046297
2013-06-01 11:49:27.400000+00:00,4.8,EGYPT,33.36,28.41,-2.0,5575.112523148148
2013-06-11 21:22:14+00:00,3.3,DEAD SEA REGION,35.34,30.55,-10.0,5585.510284722222
2013-08-31 07:15:51.100000+00:00,3.8,EGYPT,26.67,31.02,-20.0,5665.922519675926
2013-09-12 01:20:03.300000+00:00,3.4,DEAD SEA REGION,35.59,31.73,-20.0,5677.6754386574075
2013-10-23 12:33:53.300000+00:00,3.3,EGYPT,34.89,29.48,-10.0,5719.143378472222
2013-12-12 21:02:23+00:00,3.5,DEAD SEA REGION,35.21,31.36,-6.0,5769.4965
2013-12-07 11:22:45.100000+00:00,3.5,DEAD SEA REGION,35.06,31.43,-3.0,5764.093978009259
2014-01-24 12:30:00+00:00,3.8,EGYPT,34.5,29.64,-16.0,5812.140678240741
2014-05-24 07:27:29.800000+00:00,4.4,DEAD SEA REGION,35.3,30.5,-14.0,5931.930606481481
2014-07-22 13:20:00.900000+00:00,3.5,EGYPT,32.26,30.03,-23.0,5991.175410879629
2014-07-22 03:03:44.100000+00:00,4.7,EGYPT,32.61,29.82,-2.0,5990.747438657408
2014-07-18 20:01:28.500000+00:00,4.2,EGYPT,32.26,30.08,-10.0,5987.454202546297
2014-08-12 20:56:00.900000+00:00,3.2,EGYPT,30.2,24.29,-5.0,6012.492077546296
2014-08-06 10:03:56.700000+00:00,3.0,EGYPT,32.88,28.4,-20.0,6006.039251157407
2015-01-06 17:02:31+00:00,3.3,DEAD SEA REGION,35.53,31.3,-1.0,6159.329925925927
2015-02-27 12:53:08.400000+00:00,4.5,EGYPT,30.91,31.78,-10.0,6211.156747685185
2015-07-08 02:15:31.400000+00:00,3.5,EGYPT,34.62,28.95,-12.0,6341.713958333334
2015-06-27 15:34:02.300000+00:00,5.5,EGYPT,34.69,28.95,-10.0,6331.268482638889
2015-08-15 07:39:48.600000+00:00,3.1,DEAD SEA REGION,35.51,31.29,-11.0,6379.939157407408
2015-07-30 02:39:05.800000+00:00,4.4,DEAD SEA REGION,35.35,31.36,-10.0,6363.730328703703
2015-09-03 01:44:39.500000+00:00,4.5,EGYPT,28.44,30.51,-10.0,6398.692524305556
2016-02-07 12:35:49.900000+00:00,3.9,DEAD SEA REGION,35.12,30.04,-17.0,6556.144728009259
2016-04-15 04:15:03.700000+00:00,3.4,DEAD SEA REGION,35.41,31.27,-20.0,6623.796971064814
2016-05-16 01:45:59.700000+00:00,4.9,EGYPT,34.65,28.56,-10.0,6654.693452546296
2016-04-18 02:41:48.200000+00:00,3.3,DEAD SEA REGION,34.42,30.49,-5.0,6626.732208333333
2016-07-09 14:03:24.300000+00:00,4.0,EGYPT,30.55,31.9,-10.0,6709.205542824074
2016-11-29 17:01:13.800000+00:00,4.5,EGYPT,34.58,28.58,-15.0,6852.329032407407
2016-12-27 01:49:01.900000+00:00,4.1,EGYPT,34.71,28.55,-20.0,6879.695561342593
2017-01-21 16:54:24.200000+00:00,4.3,EGYPT,31.9,30.31,-5.0,6905.324291666666
2017-01-17 15:49:52+00:00,4.0,EGYPT,31.95,30.36,-10.0,6901.2794745370375
2017-02-24 15:58:27.900000+00:00,3.2,DEAD SEA REGION,35.4,31.28,-21.0,6939.285445601852
2017-03-21 17:39:44.900000+00:00,3.6,EGYPT,34.8,29.11,-9.0,6964.35578125
2017-05-19 14:16:21.500000+00:00,4.1,RED SEA,34.54,27.93,-2.0,7023.214538194445
2018-01-10 05:23:10.300000+00:00,4.2,EGYPT,31.71,31.81,-10.0,7258.844269675926
2018-03-30 07:44:28.300000+00:00,3.3,EGYPT,31.62,29.97,-10.0,7337.942394675925
2018-04-28 06:50:21.600000+00:00,3.6,DEAD SEA REGION,35.56,31.31,-10.0,7366.90481712963
2018-04-28 04:45:01+00:00,3.5,DEAD SEA REGION,35.58,31.32,-10.0,7366.817773148148
2018-12-31 10:36:34+00:00,4.0,EGYPT,31.78,30.08,-20.0,7614.0619050925925
2018-12-26 03:38:59.500000+00:00,3.8,DEAD SEA REGION,35.54,31.36,-12.0,7608.771922453704
2019-01-15 15:59:54.100000+00:00,3.9,JORDAN-SAUDI ARABIA BORDER REG,35.03,29.41,-20.0,7629.286443287037
2019-01-15 00:45:00.500000+00:00,3.4,EGYPT,31.65,29.07,-18.0,7628.651100694445
2019-02-01 20:02:00+00:00,3.1,EGYPT,30.93,27.45,-15.0,7646.45456712963
2019-06-26 08:53:41.900000+00:00,4.0,DEAD SEA REGION,35.53,31.16,-10.0,7790.99046875
2019-09-16 10:35:31.300000+00:00,3.7,EGYPT,34.36,29.96,-12.0,7873.061179398148
2019-11-25 11:48:46.600000+00:00,3.8,DEAD SEA REGION,35.52,31.33,-12.0,7943.112050925926
2019-11-25 11:39:31.300000+00:00,3.7,DEAD SEA REGION,35.55,31.33,-12.0,7943.105623842593
2019-11-25 08:07:44+00:00,3.3,DEAD SEA REGION,35.53,31.34,-12.0,7942.958548611112
2020-01-18 21:46:14.800000+00:00,4.3,RED SEA,34.78,26.98,-10.0,7997.526960648148
2020-04-11 16:31:00.200000+00:00,4.4,EGYPT,26.72,31.38,-10.0,8081.308041666666
2020-04-10 16:31:06.100000+00:00,4.1,DEAD SEA REGION,35.27,30.74,-22.0,8080.308109953704
2020-04-05 05:04:07+00:00,4.3,EGYPT,34.85,28.96,-19.0,8074.831037037037
2020-05-06 00:56:21.300000+00:00,3.2,DEAD SEA REGION,35.13,30.7,-5.0,8105.658980324074
2020-06-16 14:30:27.200000+00:00,5.4,RED SEA,34.7,27.3,-10.0,8147.224326388889
2020-06-03 20:57:36.900000+00:00,4.0,SUDAN,35.99,22.02,-12.0,8134.493188657408
2020-07-09 13:46:33+00:00,3.8,EGYPT,32.62,29.08,-12.0,8170.193837962963
2020-09-25 20:22:33.900000+00:00,3.8,EGYPT,33.99,27.49,-16.0,8248.468848379629
2020-12-15 02:30:10.100000+00:00,3.9,JORDAN-SAUDI ARABIA BORDER REG,35.03,29.57,-10.0,8328.724128472222
2021-02-19 08:40:41.900000+00:00,4.6,EGYPT,28.71,22.91,-12.0,8394.981440972222
2021-02-06 16:14:49.800000+00:00,4.2,EGYPT,34.64,22.18,-20.0,8382.296810185186
2021-06-15 23:08:52.600000+00:00,4.1,DEAD SEA REGION,34.99,30.18,-10.0,8511.584342592592
2022-02-12 04:06:51.700000+00:00,3.8,RED SEA,34.29,27.63,-14.0,8752.79127662037
2022-02-01 09:01:21.200000+00:00,4.1,EGYPT,31.62,29.29,-6.0,8741.995784722221
2022-03-15 01:01:24.800000+00:00,4.0,EGYPT,31.26,24.51,-3.0,8783.662493055555
2022-09-03 13:21:33.200000+00:00,3.7,EGYPT,28.38,30.63,-3.0,8956.176479166666
2022-12-29 14:54:58.300000+00:00,4.4,EGYPT,33.42,28.02,-15.0,9073.241353009258
2022-12-29 02:58:30.700000+00:00,3.9,EGYPT,33.43,28.01,-20.0,9072.743811342592
2022-12-28 23:19:25.700000+00:00,3.7,EGYPT,32.89,25.41,-4.0,9072.591670138889
2022-12-27 00:11:02.900000+00:00,4.7,EGYPT,33.27,28.06,-10.0,9070.62751736111
2023-02-02 23:41:15.100000+00:00,4.2,RED SEA,34.07,27.5,-8.0,9108.606825231482
2023-02-23 22:25:41.900000+00:00,4.1,EGYPT,32.54,30.24,-20.0,9129.554357638888
2023-03-29 22:55:55.200000+00:00,4.1,RED SEA,35.93,25.08,-10.0,9163.575344907407
2023-03-22 00:01:09.300000+00:00,4.0,EGYPT,33.26,24.39,-9.0,9155.620646990741
2023-04-14 23:58:25.500000+00:00,4.3,RED SEA,34.11,27.48,-10.0,9179.618751157408
2023-05-16 19:05:55.800000+00:00,4.3,EGYPT,34.66,28.82,-16.0,9211.41562962963
2023-05-13 19:12:17.300000+00:00,3.8,EGYPT,33.4,28.01,-20.0,9208.420045138888
2024-01-23 11:18:43.830000+00:00,4.4,EGYPT,32.9658,25.3928,-22.5,9463.091185532407
2024-03-09 22:04:43.670000+00:00,3.7,EGYPT,30.8955,25.947,-3.3,9509.539794791666
2024-07-21 20:15:06.460000+00:00,3.8,DEAD SEA REGION,35.3857,31.4582,-9.2,9643.463669675924
2024-10-31 04:35:02.620000+00:00,4.3,EGYPT,34.3375,28.2873,-10.0,9744.810847453704
2025-03-16 11:31:47.660000+00:00,4.0,EGYPT,34.7035,28.8298,-18.6,9881.10025763889
2025-03-06 11:42:28.870000+00:00,4.2,EGYPT,34.8032,28.9687,-19.3,9871.107679050927
2025-07-13 04:52:14.337297+00:00,3.0,EGYPT,34.727,29.1567,-4.7,9999.822788626123
2025-07-10 07:12:57.651297+00:00,3.0,EGYPT,34.7231,29.1544,-5.0,9996.92051216779
2025-12-25 04:05:19.030000+00:00,4.1,EGYPT,33.3408,25.2728,-4.5,10164.790204050925
2026-01-15 07:00:25.120000+00:00,4.2,DEAD SEA REGION,35.4286,31.075,-9.5,10185.911802314815
2026-03-26 20:28:42.100000+00:00,4.2,EGYPT,33.9727,27.5125,-19.0,10256.473109953704
2026-04-26 00:13:34.960000+00:00,4.3,EGYPT,33.3575,29.0022,-26.1,10286.629277314814
2026-06-14 11:51:07.260000+00:00,3.9,RED SEA,34.2218,27.6195,-14.7,10336.113678935186
2026-08-03 00:00:33.060000+00:00,5.0,EGYPT,32.6397,30.3328,-3.1,10385.620227546297
